date,main_net
2025-12-24,-130509088.0
2025-12-25,-289384498.0
2025-12-26,-223871059.0
2025-12-29,185708000.0
2025-12-30,-67121104.0
2025-12-31,123192944.0
2026-01-05,-235526448.0
2026-01-06,-27286384.0
2026-01-07,-198833504.0
2026-01-08,-152640016.0
2026-01-09,-57048448.0
2026-01-12,283548496.0
2026-01-13,157716224.0
2026-01-14,-244884048.0
2026-01-15,-461516656.0
2026-01-16,-152596688.0
2026-01-19,-353005744.0
2026-01-20,210169104.0
2026-01-21,-671769616.0
2026-01-22,-105800896.0
2026-01-23,-148812544.0
2026-01-26,279810464.0
2026-01-27,144157456.0
2026-01-28,64352496.0
2026-01-29,118253312.0
2026-01-30,-148914448.0
2026-02-02,269964880.0
2026-02-03,-268920592.0
2026-02-04,40301808.0
2026-02-05,104448672.0
2026-02-06,-107944624.0
2026-02-09,136842208.0
2026-02-10,-95616272.0
2026-02-11,113371296.0
2026-02-12,-688037744.0
2026-02-13,-385871744.0
2026-02-24,-54938512.0
2026-02-25,-125094832.0
2026-02-26,-372004144.0
2026-02-27,-18611104.0
2026-03-02,241148208.0
2026-03-03,602916128.0
2026-03-04,107165152.0
2026-03-05,299340048.0
2026-03-06,-417696064.0
2026-03-09,-140938160.0
2026-03-10,-302875392.0
2026-03-11,-49211072.0
2026-03-12,23668850.0
2026-03-13,-81573792.0
2026-03-16,74199232.0
2026-03-17,361958880.0
2026-03-18,-10980096.0
2026-03-19,-17474048.0
2026-03-20,-182209600.0
2026-03-23,-519092272.0
2026-03-24,32687056.0
2026-03-25,65090416.0
2026-03-26,-121483228.0
2026-03-27,-16371884.0
