date,main_net
2025-12-24,19047365.0
2025-12-25,-44588675.0
2025-12-26,-79752661.0
2025-12-29,-69288539.0
2025-12-30,10409199.0
2025-12-31,-31710221.0
2026-01-05,30711698.0
2026-01-06,66088948.0
2026-01-07,-38461497.0
2026-01-08,21019822.0
2026-01-09,15042392.0
2026-01-12,12805908.0
2026-01-13,-280905700.0
2026-01-14,13631993.0
2026-01-15,88248524.0
2026-01-16,71056598.0
2026-01-19,100442183.0
2026-01-20,19197050.0
2026-01-21,6384520.0
2026-01-22,47989338.0
2026-01-23,39120865.0
2026-01-26,-49541800.0
2026-01-27,-83507572.0
2026-01-28,585185.0
2026-01-29,-10546785.0
2026-01-30,40632989.0
2026-02-02,-6964451.0
2026-02-03,7225433.0
2026-02-04,92740080.0
2026-02-05,151534242.0
2026-02-06,-25575590.0
2026-02-09,62900512.0
2026-02-10,58904800.0
2026-02-11,1423390.0
2026-02-12,34607331.0
2026-02-13,57767614.0
2026-02-24,-143667776.0
2026-02-25,42731936.0
2026-02-26,73319920.0
2026-02-27,-49221504.0
2026-03-02,189222248.0
2026-03-03,-253571867.0
2026-03-04,40573709.0
2026-03-05,173680966.0
2026-03-06,148011643.0
2026-03-09,-60511488.0
2026-03-10,127283329.0
2026-03-11,-47653079.0
2026-03-12,-66264792.0
2026-03-13,-77528654.0
2026-03-16,-44036897.0
2026-03-17,74887332.0
2026-03-18,-8940586.0
2026-03-19,-38849621.0
2026-03-20,-92134637.0
2026-03-23,-198689436.0
2026-03-24,-19887846.0
2026-03-25,18757971.0
2026-03-26,-3842047.0
2026-03-27,-51343595.0
