date,main_net
2025-12-24,5008784.0
2025-12-25,36720176.0
2025-12-26,481448848.0
2025-12-29,-350285040.0
2025-12-30,-167783713.0
2025-12-31,-348199184.0
2026-01-05,14229936.0
2026-01-06,149257104.0
2026-01-07,-173413472.0
2026-01-08,-17924208.0
2026-01-09,-643738560.0
2026-01-12,495501936.0
2026-01-13,-1013614064.0
2026-01-14,-214610096.0
2026-01-15,-282382208.0
2026-01-16,233217776.0
2026-01-19,-121083984.0
2026-01-20,-1325473920.0
2026-01-21,-149996752.0
2026-01-22,354786528.0
2026-01-23,2691981008.0
2026-01-26,-1587158176.0
2026-01-27,101602208.0
2026-01-28,-506201600.0
2026-01-29,-174797472.0
2026-01-30,-853808784.0
2026-02-02,-157217504.0
2026-02-03,428515776.0
2026-02-04,454528688.0
2026-02-05,-1106403360.0
2026-02-06,204650128.0
2026-02-09,566459104.0
2026-02-10,-580491904.0
2026-02-11,-314836960.0
2026-02-12,-137592224.0
2026-02-13,-581669047.0
2026-02-24,-58279248.0
2026-02-25,105802016.0
2026-02-26,-335687936.0
2026-02-27,-6507536.0
2026-03-02,-132946800.0
2026-03-03,-80939856.0
2026-03-04,-293839792.0
2026-03-05,-119918336.0
2026-03-06,40583264.0
2026-03-09,287515824.0
2026-03-10,92038992.0
2026-03-11,265727664.0
2026-03-12,259173728.0
2026-03-13,384218448.0
2026-03-16,-437609632.0
2026-03-17,97325440.0
2026-03-18,-354923888.0
2026-03-19,87320064.0
2026-03-20,940015664.0
2026-03-23,-511994688.0
2026-03-24,-398594256.0
2026-03-25,-141089120.0
2026-03-26,-467143792.0
2026-03-27,209973872.0
