date,main_net
2025-12-24,-104154885.0
2025-12-25,-68955204.0
2025-12-26,-102493667.0
2025-12-29,-180428018.0
2025-12-30,-3152832.0
2025-12-31,-64204760.0
2026-01-05,-109021702.0
2026-01-06,71794816.0
2026-01-07,-199097750.0
2026-01-08,-47605730.0
2026-01-09,10393062.0
2026-01-12,70232528.0
2026-01-13,-149853121.0
2026-01-14,-118688969.0
2026-01-15,-126739969.0
2026-01-16,85126016.0
2026-01-19,-19241198.0
2026-01-20,-48694269.0
2026-01-21,335666304.0
2026-01-22,-502551040.0
2026-01-23,271026208.0
2026-01-26,-275615835.0
2026-01-27,-203228980.0
2026-01-28,291184960.0
2026-01-29,-199183580.0
2026-01-30,-121120882.0
2026-02-02,-107999493.0
2026-02-03,-128013024.0
2026-02-04,-176291969.0
2026-02-05,-193324700.0
2026-02-06,54987217.0
2026-02-09,23683255.0
2026-02-10,47970500.0
2026-02-11,-56022543.0
2026-02-12,-347526422.0
2026-02-13,-198771902.0
2026-02-24,-53257407.0
2026-02-25,-37654391.0
2026-02-26,-32469258.0
2026-02-27,-97254606.0
2026-03-02,-175899310.0
2026-03-03,-185591372.0
2026-03-04,-85225052.0
2026-03-05,-23258912.0
2026-03-06,29607405.0
2026-03-09,204658784.0
2026-03-10,-71477598.0
2026-03-11,-28881449.0
2026-03-12,-62596352.0
2026-03-13,-19315411.0
2026-03-16,98651456.0
2026-03-17,-33486237.0
2026-03-18,-43941622.0
2026-03-19,-102595140.0
2026-03-20,26459883.0
2026-03-23,-53630224.0
2026-03-24,22517731.0
2026-03-25,-38456389.0
2026-03-26,7792820.0
2026-03-27,9190271.0
