date,main_net
2025-12-24,-94794944.0
2025-12-25,23420288.0
2025-12-26,630255872.0
2025-12-29,-634997760.0
2025-12-30,-151735744.0
2025-12-31,-543941888.0
2026-01-05,695980224.0
2026-01-06,2636199424.0
2026-01-07,-1736290336.0
2026-01-08,-1621395424.0
2026-01-09,-156774400.0
2026-01-12,1654620848.0
2026-01-13,-898026816.0
2026-01-14,739578880.0
2026-01-15,-1707076768.0
2026-01-16,-595091712.0
2026-01-19,-1117936528.0
2026-01-20,-165844976.0
2026-01-21,-524526576.0
2026-01-22,-265420400.0
2026-01-23,-598525680.0
2026-01-26,197027056.0
2026-01-27,-1084153344.0
2026-01-28,-452340224.0
2026-01-29,328487520.0
2026-01-30,-640542304.0
2026-02-02,-371124464.0
2026-02-03,-183104880.0
2026-02-04,-90486848.0
2026-02-05,803504.0
2026-02-06,-818714272.0
2026-02-09,327926480.0
2026-02-10,-216569792.0
2026-02-11,-385141904.0
2026-02-12,-337067904.0
2026-02-13,-823365888.0
2026-02-24,-297877936.0
2026-02-25,389075072.0
2026-02-26,-751906944.0
2026-02-27,-70886368.0
2026-03-02,-896241664.0
2026-03-03,-373215216.0
2026-03-04,-1135983872.0
2026-03-05,-426196304.0
2026-03-06,402899104.0
2026-03-09,-361592352.0
2026-03-10,-92990368.0
2026-03-11,107917888.0
2026-03-12,-252741280.0
2026-03-13,-329260096.0
2026-03-16,-131946016.0
2026-03-17,732363776.0
2026-03-18,-301842320.0
2026-03-19,-242672224.0
2026-03-20,-1967417024.0
2026-03-23,-825489536.0
2026-03-24,-314428112.0
2026-03-25,-47692416.0
2026-03-26,-1411343584.0
2026-03-27,-157465584.0
