date,main_net
2025-12-24,-21401759.0
2025-12-25,-25993577.0
2025-12-26,-31990354.0
2025-12-29,-108686378.0
2025-12-30,-7319273.0
2025-12-31,-2724457.0
2026-01-05,85241243.0
2026-01-06,6686537.0
2026-01-07,77614977.0
2026-01-08,-167914816.0
2026-01-09,198910336.0
2026-01-12,-65571808.0
2026-01-13,-41006721.0
2026-01-14,55391096.0
2026-01-15,38090369.0
2026-01-16,-16049802.0
2026-01-19,8734551.0
2026-01-20,91011217.0
2026-01-21,25782023.0
2026-01-22,271775188.0
2026-01-23,110103603.0
2026-01-26,34422339.0
2026-01-27,-7610837.0
2026-01-28,33775275.0
2026-01-29,-243908400.0
2026-01-30,72111376.0
2026-02-02,103907488.0
2026-02-03,-35553114.0
2026-02-04,197875814.0
2026-02-05,203206534.0
2026-02-06,-40234708.0
2026-02-09,4369089.0
2026-02-10,-125235306.0
2026-02-11,-30909872.0
2026-02-12,-77291069.0
2026-02-13,72470253.0
2026-02-24,-54904636.0
2026-02-25,-215178444.0
2026-02-26,-60267376.0
2026-02-27,-150021871.0
2026-03-02,-150393498.0
2026-03-03,-66233538.0
2026-03-04,-26130312.0
2026-03-05,-8642627.0
2026-03-06,132257734.0
2026-03-09,70583653.0
2026-03-10,24404699.0
2026-03-11,10550003.0
2026-03-12,-9016019.0
2026-03-13,24730221.0
2026-03-16,-63395343.0
2026-03-17,-219834983.0
2026-03-18,-149909060.0
2026-03-19,-152372387.0
2026-03-20,-29651130.0
2026-03-23,-219384258.0
2026-03-24,32349210.0
2026-03-25,2207184.0
2026-03-26,-7013147.0
2026-03-27,103556515.0
