date,main_net
2025-12-24,-46145088.0
2025-12-25,23602386.0
2025-12-26,-40578016.0
2025-12-29,50189528.0
2025-12-30,-166646419.0
2025-12-31,-63105888.0
2026-01-05,-28147502.0
2026-01-06,109518144.0
2026-01-07,6704928.0
2026-01-08,-11584886.0
2026-01-09,-39567864.0
2026-01-12,-2535784.0
2026-01-13,34811808.0
2026-01-14,-116715264.0
2026-01-15,31903456.0
2026-01-16,195493424.0
2026-01-19,-166275480.0
2026-01-20,256946368.0
2026-01-21,67598400.0
2026-01-22,130113351.0
2026-01-23,29770928.0
2026-01-26,225797536.0
2026-01-27,-141044224.0
2026-01-28,-300172576.0
2026-01-29,-373060240.0
2026-01-30,-263522608.0
2026-02-02,-297237888.0
2026-02-03,78050080.0
2026-02-04,400449248.0
2026-02-05,-78597072.0
2026-02-06,-82181376.0
2026-02-09,46620139.0
2026-02-10,18940593.0
2026-02-11,-1500270.0
2026-02-12,-95110659.0
2026-02-13,-44104771.0
2026-02-24,103404906.0
2026-02-25,-385651712.0
2026-02-26,-63888077.0
2026-02-27,-210875120.0
2026-03-02,-61085328.0
2026-03-03,-182636880.0
2026-03-04,-202917504.0
2026-03-05,62301600.0
2026-03-06,164534960.0
2026-03-09,150356960.0
2026-03-10,130934816.0
2026-03-11,201926896.0
2026-03-12,-135330320.0
2026-03-13,-44286880.0
2026-03-16,-222029184.0
2026-03-17,40139664.0
2026-03-18,-164728208.0
2026-03-19,-68332615.0
2026-03-20,-110877040.0
2026-03-23,-232615104.0
2026-03-24,12094738.0
2026-03-25,42721344.0
2026-03-26,-120141287.0
2026-03-27,-9484587.0
