date,main_net
2025-12-24,-51495127.0
2025-12-25,51473516.0
2025-12-26,29276465.0
2025-12-29,3091305.0
2025-12-30,-94813906.0
2025-12-31,-34011313.0
2026-01-05,160490585.0
2026-01-06,208587232.0
2026-01-07,27892144.0
2026-01-08,-25327660.0
2026-01-09,-83312632.0
2026-01-12,-25008838.0
2026-01-13,139394105.0
2026-01-14,-153639649.0
2026-01-15,-12124765.0
2026-01-16,-139107460.0
2026-01-19,3764896.0
2026-01-20,4880127.0
2026-01-21,12003066.0
2026-01-22,11266421.0
2026-01-23,-161157696.0
2026-01-26,4592717.0
2026-01-27,-3214351.0
2026-01-28,-189130016.0
2026-01-29,-112702320.0
2026-01-30,-44319052.0
2026-02-02,25611264.0
2026-02-03,2040254.0
2026-02-04,57081558.0
2026-02-05,152282080.0
2026-02-06,-2213553.0
2026-02-09,-9641257.0
2026-02-10,-30256166.0
2026-02-11,-41193887.0
2026-02-12,-54587470.0
2026-02-13,-16540628.0
2026-02-24,33780912.0
2026-02-25,-204951840.0
2026-02-26,1486175.0
2026-02-27,-26381103.0
2026-03-02,-22753098.0
2026-03-03,-16053513.0
2026-03-04,-78604772.0
2026-03-05,27981458.0
2026-03-06,-9984738.0
2026-03-09,22224560.0
2026-03-10,58084741.0
2026-03-11,21459269.0
2026-03-12,-22480216.0
2026-03-13,26236909.0
2026-03-16,-8566052.0
2026-03-17,85581424.0
2026-03-18,-71228407.0
2026-03-19,-52157215.0
2026-03-20,-105018406.0
2026-03-23,-208275248.0
2026-03-24,53947504.0
2026-03-25,23917505.0
2026-03-26,-4634773.0
2026-03-27,-2142858.0
