date,main_net
2025-12-24,-191787675.0
2025-12-25,117134149.0
2025-12-26,-105004974.0
2025-12-29,-412817214.0
2025-12-30,-309949729.0
2025-12-31,-494861390.0
2026-01-05,222324342.0
2026-01-06,-2996082.0
2026-01-07,-110073256.0
2026-01-08,-111996977.0
2026-01-09,-174920992.0
2026-01-12,266534144.0
2026-01-13,46201680.0
2026-01-14,-175506749.0
2026-01-15,-201203242.0
2026-01-16,-246736295.0
2026-01-19,-160965405.0
2026-01-20,10609314.0
2026-01-21,-422655840.0
2026-01-22,11119945.0
2026-01-23,-127552973.0
2026-01-26,-74724064.0
2026-01-27,-213520084.0
2026-01-28,-125202988.0
2026-01-29,1702700496.0
2026-01-30,-818969648.0
2026-02-02,321231392.0
2026-02-03,-359389264.0
2026-02-04,164738848.0
2026-02-05,137659696.0
2026-02-06,-452315792.0
2026-02-09,-370320288.0
2026-02-10,-291916341.0
2026-02-11,-50797586.0
2026-02-12,-362487842.0
2026-02-13,245191376.0
2026-02-24,-134448688.0
2026-02-25,-117001878.0
2026-02-26,-371847678.0
2026-02-27,3541364.0
2026-03-02,20604128.0
2026-03-03,-154558099.0
2026-03-04,-199291503.0
2026-03-05,-12778152.0
2026-03-06,83627796.0
2026-03-09,-141052316.0
2026-03-10,81106536.0
2026-03-11,-26069038.0
2026-03-12,-53066092.0
2026-03-13,47712095.0
2026-03-16,203295536.0
2026-03-17,87605689.0
2026-03-18,-111543281.0
2026-03-19,-167608017.0
2026-03-20,-116228959.0
2026-03-23,-421722319.0
2026-03-24,-47933593.0
2026-03-25,709730.0
2026-03-26,-124796610.0
2026-03-27,37991328.0
