date,main_net
2025-12-24,-118929600.0
2025-12-25,-47759808.0
2025-12-26,-65985136.0
2025-12-29,-34085168.0
2025-12-30,-225343088.0
2025-12-31,-390999824.0
2026-01-05,181226000.0
2026-01-06,180385888.0
2026-01-07,203567184.0
2026-01-08,-192753472.0
2026-01-09,-433289712.0
2026-01-12,-282990752.0
2026-01-13,-176762736.0
2026-01-14,-303097888.0
2026-01-15,42328640.0
2026-01-16,342005104.0
2026-01-19,-588423520.0
2026-01-20,-332995488.0
2026-01-21,-74939200.0
2026-01-22,-139154256.0
2026-01-23,47189056.0
2026-01-26,-91885376.0
2026-01-27,-34566176.0
2026-01-28,-85693808.0
2026-01-29,305557152.0
2026-01-30,-232236784.0
2026-02-02,-326813616.0
2026-02-03,1634048.0
2026-02-04,112161568.0
2026-02-05,213091808.0
2026-02-06,57279504.0
2026-02-09,112624976.0
2026-02-10,411440128.0
2026-02-11,54903584.0
2026-02-12,322118368.0
2026-02-13,-107037232.0
2026-02-24,-276957776.0
2026-02-25,-71506112.0
2026-02-26,-368479264.0
2026-02-27,29456528.0
2026-03-02,-480364128.0
2026-03-03,-255062368.0
2026-03-04,-293969888.0
2026-03-05,-21485248.0
2026-03-06,151163840.0
2026-03-09,-244367600.0
2026-03-10,44721296.0
2026-03-11,-27411552.0
2026-03-12,-187083840.0
2026-03-13,2994576.0
2026-03-16,90639216.0
2026-03-17,60588736.0
2026-03-18,149034096.0
2026-03-19,-128526944.0
2026-03-20,-55896560.0
2026-03-23,-255832864.0
2026-03-24,328877760.0
2026-03-25,-118619040.0
2026-03-26,-125879552.0
2026-03-27,228564976.0
