date,main_net
2025-12-24,66572138.0
2025-12-25,-70298892.0
2025-12-26,158619387.0
2025-12-29,276112325.0
2025-12-30,247473601.0
2025-12-31,110638142.0
2026-01-05,251415193.0
2026-01-06,221754304.0
2026-01-07,162322000.0
2026-01-08,67521462.0
2026-01-09,-88283985.0
2026-01-12,-75543787.0
2026-01-13,95775825.0
2026-01-14,-370569712.0
2026-01-15,136753392.0
2026-01-16,-61229344.0
2026-01-19,116366330.0
2026-01-20,68883627.0
2026-01-21,-67598768.0
2026-01-22,-83952416.0
2026-01-23,-293232592.0
2026-01-26,-22860384.0
2026-01-27,324251008.0
2026-01-28,250093376.0
2026-01-29,-131660448.0
2026-01-30,-95501520.0
2026-02-02,-15851312.0
2026-02-03,20389552.0
2026-02-04,321868192.0
2026-02-05,103628944.0
2026-02-06,-35220720.0
2026-02-09,20002044.0
2026-02-10,32697198.0
2026-02-11,55677178.0
2026-02-12,-61630482.0
2026-02-13,35685780.0
2026-02-24,-28577957.0
2026-02-25,-148017374.0
2026-02-26,-7746900.0
2026-02-27,34107216.0
2026-03-02,-64531456.0
2026-03-03,55970256.0
2026-03-04,-145008992.0
2026-03-05,-14849840.0
2026-03-06,-38072142.0
2026-03-09,-177300512.0
2026-03-10,-56859854.0
2026-03-11,70828049.0
2026-03-12,17886046.0
2026-03-13,-16653381.0
2026-03-16,44263739.0
2026-03-17,42265392.0
2026-03-18,29721392.0
2026-03-19,-8888470.0
2026-03-20,-24835241.0
2026-03-23,-284853798.0
2026-03-24,-21462545.0
2026-03-25,-36257094.0
2026-03-26,-54928217.0
2026-03-27,-37947885.0
