date,main_net
2025-12-24,41642084.0
2025-12-25,76860795.0
2025-12-26,-28805624.0
2025-12-29,-9332071.0
2025-12-30,4427277.0
2025-12-31,-35449336.0
2026-01-05,-166570032.0
2026-01-06,112640955.0
2026-01-07,-24611794.0
2026-01-08,-143849407.0
2026-01-09,5224231.0
2026-01-12,355537920.0
2026-01-13,-52586544.0
2026-01-14,213854752.0
2026-01-15,-60796679.0
2026-01-16,-84131837.0
2026-01-19,40020852.0
2026-01-20,37284261.0
2026-01-21,531285696.0
2026-01-22,-283445968.0
2026-01-23,7631856.0
2026-01-26,268931840.0
2026-01-27,3850200.0
2026-01-28,72703933.0
2026-01-29,148735040.0
2026-01-30,-183064041.0
2026-02-02,271562306.0
2026-02-03,60542332.0
2026-02-04,48707012.0
2026-02-05,198910352.0
2026-02-06,274510268.0
2026-02-09,-118765535.0
2026-02-10,-4340437.0
2026-02-11,-143469496.0
2026-02-12,-120876647.0
2026-02-13,46244005.0
2026-02-24,-62714536.0
2026-02-25,-200882546.0
2026-02-26,-421563248.0
2026-02-27,32399452.0
2026-03-02,-16024566.0
2026-03-03,-140009066.0
2026-03-04,24900405.0
2026-03-05,5621570.0
2026-03-06,119381947.0
2026-03-09,-33687479.0
2026-03-10,30138096.0
2026-03-11,181993757.0
2026-03-12,35127905.0
2026-03-13,187824234.0
2026-03-16,-8742583.0
2026-03-17,-64701428.0
2026-03-18,265889638.0
2026-03-19,-161772207.0
2026-03-20,-42101793.0
2026-03-23,-109428838.0
2026-03-24,29442699.0
2026-03-25,-19537373.0
2026-03-26,-177727489.0
2026-03-27,-58948648.0
