post_date,base_trading_day,title,sentiment,sentiment_score,sentiment_source,url,prev_close,base_close,base_day_intraday_%,T+1_%,T+5_%,T+10_%,T+20_%,max_gain_20d_%,max_draw_20d_%
2025-03-11,2025-03-11,"我仍相信 （人性本善）",neutral,0,input,https://www.cmoney.tw/forum/article/169500248,2855,2920,6.57,-2.23,-1.2,-2.57,-26.88,2.4,-33.39
2025-03-10,2025-03-10,"這是今天的第二篇文",bullish,1,input,https://www.cmoney.tw/forum/article/169471030,2945,2855,-3.87,2.28,-3.15,-2.45,-31.87,4.73,-31.87
2025-03-10,2025-03-10,"當 世芯 因 2/27 法說",bearish,-1,input,https://www.cmoney.tw/forum/article/169464830,2945,2855,-3.87,2.28,-3.15,-2.45,-31.87,4.73,-31.87
2025-03-07,2025-03-07,"我前幾天說： 世芯 要真的有（明顯走勢）出來",neutral,0,input,https://www.cmoney.tw/forum/article/169381436,2890,2945,3.33,-3.06,-5.09,-3.9,-26.66,1.53,-26.66
2025-03-06,2025-03-06,"我想 我是累了",neutral,0,input,https://www.cmoney.tw/forum/article/169363163,3005,2890,-3.99,1.9,-1.56,-2.08,-17.13,3.46,-17.13
2025-03-06,2025-03-06,"神仙打架 戰況激烈 禿鷹又起 爾虞我詐 世芯從來 不缺謠言 爆出大量 所為何來",neutral,0,input,https://www.cmoney.tw/forum/article/169350221,3005,2890,-3.99,1.9,-1.56,-2.08,-17.13,3.46,-17.13
2025-03-05,2025-03-05,"抱歉 打擾了",bullish,1,input,https://www.cmoney.tw/forum/article/169327359,3025,3005,-1.8,-3.83,-4.99,-5.49,-11.48,0.5,-12.98
2025-03-05,2025-03-05,"簡短發表我的個人淺見",bullish,1,input,https://www.cmoney.tw/forum/article/169315892,3025,3005,-1.8,-3.83,-4.99,-5.49,-11.48,0.5,-12.98
2025-03-04,2025-03-04,"請恕我 今天只能（簡短）發文",neutral,0,input,https://www.cmoney.tw/forum/article/169279377,3075,3025,1.68,-0.66,-3.47,-4.63,-11.9,3.64,-12.07
2025-03-03,2025-03-03,"這是今天 （第二 ）篇文",bullish,1,input,https://www.cmoney.tw/forum/article/169242049,3285,3075,-2.54,-1.63,-7.15,-10.08,-10.89,1.95,-12.03
2025-03-03,2025-03-03,"今天 我只會發這篇 算短的文：大跌成這樣",neutral,0,input,https://www.cmoney.tw/forum/article/169238886,3285,3075,-2.54,-1.63,-7.15,-10.08,-10.89,1.95,-12.03
2025-02-27,2025-02-27,"我想 今天世芯的法說會",neutral,0,input,https://www.cmoney.tw/forum/article/169153398,3360,3285,-3.1,-6.39,-10.35,-14.92,-10.2,-3.65,-17.66
2025-02-27,2025-02-27,"面對今天 上市櫃 均（爆大量）下殺",bearish,-1,input,https://www.cmoney.tw/forum/article/169147897,3360,3285,-3.1,-6.39,-10.35,-14.92,-10.2,-3.65,-17.66
2025-02-26,2025-02-26,"今天 心情好嗎",neutral,0,input,https://www.cmoney.tw/forum/article/169110191,3305,3360,1.82,-2.23,-13.99,-15.33,-15.18,1.93,-19.49
2025-02-25,2025-02-25,"我罕見在晚上發文",neutral,0,input,https://www.cmoney.tw/forum/article/169085875,3445,3305,-1.78,1.66,-9.08,-13.62,-12.56,3.63,-18.15
2025-02-25,2025-02-25,"今天世芯的盤 很無聊",neutral,0,input,https://www.cmoney.tw/forum/article/169072101,3445,3305,-1.78,1.66,-9.08,-13.62,-12.56,3.63,-18.15
2025-02-24,2025-02-24,"因為 不停咳嗽嗽",bullish,1,input,https://www.cmoney.tw/forum/article/169036000,3450,3445,1.62,-4.06,-12.19,-15.24,-17.42,-0.58,-21.48
2025-02-23,2025-02-24,"希望 沒打擾到您哦",neutral,0,input,https://www.cmoney.tw/forum/article/169017756,3450,3445,1.62,-4.06,-12.19,-15.24,-17.42,-0.58,-21.48
2025-02-21,2025-02-21,"我這兩天都在大醫院看病（流感 感冒）身體不適",bullish,1,input,https://www.cmoney.tw/forum/article/168972066,3305,3450,4.55,-0.14,-10.87,-17.25,-19.28,-0.14,-21.59
2025-02-19,2025-02-19,"今天已發2 篇文",neutral,0,input,https://www.cmoney.tw/forum/article/168913904,3520,3380,-3.15,-2.22,-0.59,-14.5,-16.27,2.07,-19.97
2025-02-19,2025-02-19,"續今天前文：（抱歉 腦子壞了",bullish,1,input,https://www.cmoney.tw/forum/article/168904020,3520,3380,-3.15,-2.22,-0.59,-14.5,-16.27,2.07,-19.97
2025-02-19,2025-02-19,"今天只能發短文",neutral,0,input,https://www.cmoney.tw/forum/article/168901371,3520,3380,-3.15,-2.22,-0.59,-14.5,-16.27,2.07,-19.97
2025-02-18,2025-02-18,"慎防做空禿鷹",neutral,0,input,https://www.cmoney.tw/forum/article/168878869,3590,3520,-2.22,-3.98,-6.11,-14.63,-19.32,0.71,-23.15
2025-02-18,2025-02-18,"今天台北 濕冷的天氣 就像世芯今天的走勢一樣",neutral,0,input,https://www.cmoney.tw/forum/article/168874751,3590,3520,-2.22,-3.98,-6.11,-14.63,-19.32,0.71,-23.15
2025-02-17,2025-02-17,"今天心情好嗎",neutral,0,input,https://www.cmoney.tw/forum/article/168845157,3610,3590,-0.97,-1.95,-4.04,-15.74,-19.64,1.11,-24.65
2025-02-16,2025-02-17,"希望沒打擾到大家",neutral,0,input,https://www.cmoney.tw/forum/article/168821988,3610,3590,-0.97,-1.95,-4.04,-15.74,-19.64,1.11,-24.65
2025-02-13,2025-02-13,"我今天 寫文 比較晚",neutral,0,input,https://www.cmoney.tw/forum/article/168745345,3580,3665,1.95,-1.5,-9.82,-10.37,-23.74,3.27,-26.19
2025-02-12,2025-02-12,"諸事圓圓滿滿",neutral,0,input,https://www.cmoney.tw/forum/article/168707376,3525,3580,0.85,2.37,-5.59,-6.15,-20.53,5.73,-24.44
2025-02-11,2025-02-11,"今天是難得風和日麗的好天氣",neutral,0,input,https://www.cmoney.tw/forum/article/168677086,3480,3525,0.71,1.56,-0.14,-6.24,-19.01,7.38,-23.26
2025-02-10,2025-02-10,"我很少這麼早發文",bearish,-1,input,https://www.cmoney.tw/forum/article/168640900,3605,3480,-2.93,1.29,3.16,-1.01,-16.09,8.76,-22.27
2025-02-07,2025-02-07,"外面是極度濕寒的天氣",bullish,1,input,https://www.cmoney.tw/forum/article/168570216,3350,3605,6.81,-3.47,0.14,-4.3,-20.8,4.99,-21.64
2025-02-06,2025-02-06,"今天的心情如何呢",bullish,1,input,https://www.cmoney.tw/forum/article/168541939,3345,3350,-1.03,7.61,9.4,-1.34,-12.09,12.99,-15.22
2025-02-05,2025-02-05,"對於大部分的人來說：今天的心情應該是愉悅且輕鬆的",bullish,1,input,https://www.cmoney.tw/forum/article/168510442,3245,3345,2.61,0.15,7.03,1.05,-13.6,13.15,-13.6
2025-02-04,2025-02-04,"今天心情好嗎",bearish,-1,input,https://www.cmoney.tw/forum/article/168478052,2950,3245,8.53,3.08,8.63,8.47,-7.4,16.64,-9.55
2025-02-03,2025-02-03,"平安健康是福",bearish,-1,input,https://www.cmoney.tw/forum/article/168450293,3130,2950,4.42,10,17.97,21.69,2.54,28.31,-0.51
2025-01-20,2025-01-20,"我之前 有提醒大家：世芯能不能（再築出）波段（底部）",neutral,0,input,https://www.cmoney.tw/forum/article/168160347,2905,3165,7.65,-1.9,5.69,13.11,6.16,19.59,-10.74
2025-01-16,2025-01-16,"針對 我自己個人淺見 ：覺得 以下 魏哲家 在會中 釋出之產業訊息",bullish,1,input,https://www.cmoney.tw/forum/article/168077612,2920,2920,-2.01,-0.51,1.03,19.18,17.98,29.62,-3.25
2025-01-16,2025-01-16,"今天看不出來強弱",bullish,1,input,https://www.cmoney.tw/forum/article/168071948,2920,2920,-2.01,-0.51,1.03,19.18,17.98,29.62,-3.25
2025-01-16,2025-01-16,"暴跌1500 點後的反彈⋯⋯當然會（先彈）之前 崩最慘",bullish,1,input,https://www.cmoney.tw/forum/article/168063129,2920,2920,-2.01,-0.51,1.03,19.18,17.98,29.62,-3.25
2025-01-15,2025-01-15,"今天不分析世芯",neutral,0,input,https://www.cmoney.tw/forum/article/168031117,2845,2920,3,0,7.19,23.46,18.15,29.62,-3.25
2025-01-14,2025-01-14,"因爲 家中有事",bearish,-1,input,https://www.cmoney.tw/forum/article/168000288,2795,2845,1.97,2.64,9.14,17.75,16.17,33.04,-0.88
2025-01-13,2025-01-13,"我在上週六晚上 發個 請大家 小心網路詐騙的文",bearish,-1,input,https://www.cmoney.tw/forum/article/167967496,2945,2795,-3.12,1.79,13.24,19.68,20.93,35.42,-0.72
2025-01-12,2025-01-13,"爲什麼 我發的文",neutral,0,input,https://www.cmoney.tw/forum/article/167935714,2945,2795,-3.12,1.79,13.24,19.68,20.93,35.42,-0.72
2025-01-11,2025-01-13,"別感冒傷風哦",bullish,1,input,https://www.cmoney.tw/forum/article/167933773,2945,2795,-3.12,1.79,13.24,19.68,20.93,35.42,-0.72
2025-01-10,2025-01-10,"補充 ：外資對世芯2024 EPS的（最新）預估：",neutral,0,input,https://www.cmoney.tw/forum/article/167910072,3100,2945,-4.38,-5.09,-1.36,10.19,19.52,28.52,-5.77
2025-01-10,2025-01-10,"出來行走江湖",neutral,0,input,https://www.cmoney.tw/forum/article/167902741,3100,2945,-4.38,-5.09,-1.36,10.19,19.52,28.52,-5.77
2025-01-09,2025-01-09,"面對 連續幾天的 （綠油油）",bearish,-1,input,https://www.cmoney.tw/forum/article/167860475,3075,3100,0.81,-5,-5.81,-4.84,15.81,22.1,-10.48
2025-01-08,2025-01-08,"今天的盤勢 十分低迷 膠著",neutral,0,input,https://www.cmoney.tw/forum/article/167821104,3200,3075,-2.84,0.81,-5.04,1.79,17.4,23.09,-9.76
2025-01-07,2025-01-07,"今天的盤勢 是否 與我昨日 跟大家分享的一樣：選股為王",bearish,-1,input,https://www.cmoney.tw/forum/article/167783471,3095,3200,1.59,-3.91,-11.09,-2.97,14.53,16.72,-13.28
2025-01-06,2025-01-06,"今天 世芯 是不是能站上月線（大概在3095）",neutral,0,input,https://www.cmoney.tw/forum/article/167750096,2995,3095,1.48,3.39,-9.69,2.26,15.67,18.09,-10.34
2025-01-03,2025-01-03,"昨天盤中是：（理想汽車）的舊聞",bearish,-1,input,https://www.cmoney.tw/forum/article/167682198,3100,2995,-4.01,3.34,-1.67,-3.01,17.7,22.04,-7.35
2025-01-02,2025-01-02,"今天的世芯殺很大啊",neutral,0,input,https://www.cmoney.tw/forum/article/167647151,3280,3100,-4.76,-3.39,0,-5.81,12.26,17.9,-10.48
2024-12-31,2024-12-31,"收盤快樂喔🎉",neutral,0,input,https://www.cmoney.tw/forum/article/167596063,3215,3280,2.18,-5.49,-6.25,-10.98,9.91,11.43,-15.4
2024-12-30,2024-12-30,"看到今天的回檔 是不是又開始 沒信心",bullish,1,input,https://www.cmoney.tw/forum/article/167558921,3325,3215,-2.87,2.02,-0.47,-11.51,4.2,5.29,-13.69
2024-12-27,2024-12-27,"因為 我仍需休養身體",bullish,1,input,https://www.cmoney.tw/forum/article/167481562,3200,3325,3.91,-3.31,-6.92,-15.94,0.6,1.65,-16.54
2024-12-26,2024-12-26,"這兩三天過得好嗎",neutral,0,input,https://www.cmoney.tw/forum/article/167456151,3220,3200,-0.47,3.91,-6.41,-7.97,1.41,4.38,-13.28
2024-12-23,2024-12-23,"有沒有被震出去呢",neutral,0,input,https://www.cmoney.tw/forum/article/167369543,3235,3315,-0.15,-2.26,-3.02,-3.47,-6.33,1.06,-16.29
2024-12-21,2024-12-23,"冬至假日 午安安",neutral,0,input,https://www.cmoney.tw/forum/article/167343164,3235,3315,-0.15,-2.26,-3.02,-3.47,-6.33,1.06,-16.29
2024-12-21,2024-12-23,"菩提本無樹 明鏡亦非臺 本來無一物 何處惹塵埃 我本想 ： （事了拂衣去 深藏",neutral,0,input,https://www.cmoney.tw/forum/article/167339331,3235,3315,-0.15,-2.26,-3.02,-3.47,-6.33,1.06,-16.29
2024-12-20,2024-12-20,"這一週 大家 過得還好嗎",bullish,1,input,https://www.cmoney.tw/forum/article/167331429,3345,3235,-2.85,2.47,2.78,-4.33,-2.16,3.55,-14.22
2024-12-19,2024-12-19,"世芯的主力 是不是 如我 (N次）的善意提醒",bullish,1,input,https://www.cmoney.tw/forum/article/167304901,3340,3345,3.24,-3.29,-4.33,-10.46,-13.15,0.75,-17.04
2024-12-18,2024-12-18,"我依舊與大家同在",bullish,1,input,https://www.cmoney.tw/forum/article/167276643,3320,3340,-0.45,0.15,-3.59,-7.19,-12.57,0.9,-16.92
2024-12-16,2024-12-16,"既然 很多好朋友們 還是希望我 （有空）時能繼繻發文跟大家分享",bullish,1,input,https://www.cmoney.tw/forum/article/167225189,2900,3020,1.17,9.93,9.77,6.46,-5.79,11.75,-8.11
2024-12-13,2024-12-13,"非常高興 榮幸",neutral,0,input,https://www.cmoney.tw/forum/article/167185054,2745,2900,5.45,4.14,11.55,14.66,-3.62,16.38,-4.14
2024-12-11,2024-12-11,"今天的尾盤 有沒有讓大家 看到 主力的任性呢",neutral,0,input,https://www.cmoney.tw/forum/article/167130742,2645,2675,1.52,2.62,24.86,20.37,15.89,26.17,1.12
2024-12-10,2024-12-10,"續 今日 我 前文",neutral,0,input,https://www.cmoney.tw/forum/article/167108730,2675,2645,-0.56,1.13,25.52,22.5,16.26,27.6,-1.13
2024-12-10,2024-12-10,"股市分很多派",bearish,-1,input,https://www.cmoney.tw/forum/article/167102656,2675,2645,-0.56,1.13,25.52,22.5,16.26,27.6,-1.13
2024-12-09,2024-12-09,"不曉得 上週五 跟今天早盤下殺到綠時 有沒有人被（洗掉）呢",bullish,1,input,https://www.cmoney.tw/forum/article/167072302,2560,2675,3.68,-1.12,12.9,23.93,19.63,26.17,-2.24
2024-12-08,2024-12-09,"亞馬遜 週五收盤創（歷史新高）的啟示：（包含其他雲端大廠 如 Meta) ,而輝",bullish,1,input,https://www.cmoney.tw/forum/article/167052413,2560,2675,3.68,-1.12,12.9,23.93,19.63,26.17,-2.24
2024-12-07,2024-12-09,"本週大戶籌碼 在400 600 800 1000 張都是增加的",bearish,-1,input,https://www.cmoney.tw/forum/article/167044097,2560,2675,3.68,-1.12,12.9,23.93,19.63,26.17,-2.24
2024-12-06,2024-12-06,"沒有股票是每天漲停板的",bearish,-1,input,https://www.cmoney.tw/forum/article/167028947,2575,2560,-2.29,4.49,13.28,26.37,20.9,31.84,-0.78
2024-12-05,2024-12-05,"真的要恭喜 還在車上 對世芯（不離不棄）的好朋友們",bullish,1,input,https://www.cmoney.tw/forum/article/167003133,2345,2575,7.29,-0.58,6.6,29.9,16.31,31.07,-1.36
2024-12-05,2024-12-05,"世芯的好朋友們 大家早安",bullish,1,input,https://www.cmoney.tw/forum/article/166995755,2345,2575,7.29,-0.58,6.6,29.9,16.31,31.07,-1.36
2024-12-04,2024-12-04,"世芯的好朋友們 大家早安",neutral,0,input,https://www.cmoney.tw/forum/article/166967503,2190,2345,6.83,9.81,14.07,42.43,32.2,43.92,1.71
2024-12-03,2024-12-03,"價值投資者 ：對公司（前景發展 ）及 其主要（客戶變化 ）是需要隨時掌握的",bullish,1,input,https://www.cmoney.tw/forum/article/166947923,2265,2190,-3.31,7.08,20.78,51.6,49.77,54.11,0.23
2024-12-02,2024-12-02,"今晚 即時 （重磅消息）",neutral,0,input,https://www.cmoney.tw/forum/article/166934651,2215,2265,1.34,-3.31,18.1,33.33,41.94,49.01,-3.31
2024-12-02,2024-12-02,"再度恭喜還在車上的大家",bullish,1,input,https://www.cmoney.tw/forum/article/166925471,2215,2265,1.34,-3.31,18.1,33.33,41.94,49.01,-3.31
2024-11-30,2024-12-02,"北部持續低溫特報 還好太陽公公出來露臉",neutral,0,input,https://www.cmoney.tw/forum/article/166876813,2215,2265,1.34,-3.31,18.1,33.33,41.94,49.01,-3.31
2024-11-29,2024-11-29,"恭喜 還在世芯車上的好朋友們",bullish,1,input,https://www.cmoney.tw/forum/article/166852991,2140,2215,3.75,2.26,15.58,30.93,50.11,52.37,-1.13
2024-11-28,2024-11-28,"不管是否有何宗教信仰的世芯好朋友們",neutral,0,input,https://www.cmoney.tw/forum/article/166828110,2160,2140,-1.38,3.5,20.33,28.27,49.53,57.71,-0.7
2024-11-28,2024-11-28,"洗盤過程很煎熬痛苦",bullish,1,input,https://www.cmoney.tw/forum/article/166807354,2160,2140,-1.38,3.5,20.33,28.27,49.53,57.71,-0.7
2024-11-27,2024-11-27,"今天 其實沒什麼可分析的",bearish,-1,input,https://www.cmoney.tw/forum/article/166780968,2250,2160,-4.21,-0.93,8.56,23.84,49.07,56.25,-4.17
2024-11-26,2024-11-26,"台積電殺尾盤",bullish,1,input,https://www.cmoney.tw/forum/article/166744151,2315,2250,-2.17,-4,-2.67,17.56,44,50,-8
2024-11-25,2024-11-25,"1.今天 是MSCI 調整台股比重的日子",neutral,0,input,https://www.cmoney.tw/forum/article/166721053,2355,2315,-2.32,-2.81,-2.16,15.55,43.2,45.79,-10.58
2024-11-23,2024-11-25,"昨晚台南連續大地震",bullish,1,input,https://www.cmoney.tw/forum/article/166673530,2355,2315,-2.32,-2.81,-2.16,15.55,43.2,45.79,-10.58
2024-11-22,2024-11-22,"今天 台股 尤其是上市指數 迎來久違的大漲",bullish,1,input,https://www.cmoney.tw/forum/article/166653891,2300,2355,0.86,-1.7,-5.94,8.7,37.37,43.31,-12.1
2024-11-21,2024-11-21,"量縮水淺如何能有大魚",bearish,-1,input,https://www.cmoney.tw/forum/article/166618049,2330,2300,-0.86,2.39,-6.96,11.96,45.43,46.74,-10
2024-11-20,2024-11-20,"量縮成這樣 當然是休兵一天",neutral,0,input,https://www.cmoney.tw/forum/article/166575340,2355,2330,-1.27,-1.29,-7.3,0.64,43.35,44.85,-11.16
2024-11-19,2024-11-19,"是不是 像我早盤說的（多空雙殺） 洗籌碼呢",neutral,0,input,https://www.cmoney.tw/forum/article/166544461,2270,2355,2.39,-1.06,-4.46,-7.01,40.98,40.98,-12.1
2024-11-19,2024-11-19,"法說會 比較是對（價值投資者）對該公司 未來前景的明確指引",bullish,1,input,https://www.cmoney.tw/forum/article/166540908,2270,2355,2.39,-1.06,-4.46,-7.01,40.98,40.98,-12.1
2024-11-19,2024-11-19,"有世芯的好朋友 傳連結給我 要我解讀 今天 世芯（全英文）的法說會",bullish,1,input,https://www.cmoney.tw/forum/article/166530127,2270,2355,2.39,-1.06,-4.46,-7.01,40.98,40.98,-12.1
2024-11-18,2024-11-18,"感謝 今天下午 （股市小白）大",neutral,0,input,https://www.cmoney.tw/forum/article/166526494,2305,2270,-1.09,3.74,1.98,-0.22,33.04,35.02,-8.81
2024-11-18,2024-11-18,"今天 又是 電子股 腥風血雨的一天",bearish,-1,input,https://www.cmoney.tw/forum/article/166516699,2305,2270,-1.09,3.74,1.98,-0.22,33.04,35.02,-8.81
2024-11-16,2024-11-18,"週六 通常要來追蹤大戶籌碼： 剛看世芯本週大戶籌碼：400 張大戶增加 600",bearish,-1,input,https://www.cmoney.tw/forum/article/166471265,2305,2270,-1.09,3.74,1.98,-0.22,33.04,35.02,-8.81
2024-11-15,2024-11-15,"痛苦的大回檔一週 終於過完了",neutral,0,input,https://www.cmoney.tw/forum/article/166449278,2305,2305,-0.43,-1.52,2.17,-3.9,25.81,26.68,-10.2
2024-11-14,2024-11-14,"世芯的主力 控盤控得十分漂亮",bullish,1,input,https://www.cmoney.tw/forum/article/166412433,2290,2305,-0.22,0,-0.22,-7.16,19.09,19.09,-10.2
2024-11-13,2024-11-13,"剛剛 世芯 在股市公開關觀測站 發重訊： 將在 11/18 下週一 上午11:0",neutral,0,input,https://www.cmoney.tw/forum/article/166377258,2315,2290,-1.72,0.66,1.75,-5.68,16.81,19.21,-9.61
2024-11-13,2024-11-13,"今天 上市櫃 收盤 均收最低",bearish,-1,input,https://www.cmoney.tw/forum/article/166375609,2315,2290,-1.72,0.66,1.75,-5.68,16.81,19.21,-9.61
2024-11-12,2024-11-12,"覆巢之下無完卵",neutral,0,input,https://www.cmoney.tw/forum/article/166344848,2435,2315,-3.54,-1.08,1.73,-2.81,14.25,17.93,-10.58
2024-11-11,2024-11-11,"尾盤 來個大驚喜",bullish,1,input,https://www.cmoney.tw/forum/article/166297103,2420,2435,1.46,-4.93,-6.78,-4.93,9.86,10.06,-14.99
2024-11-09,2024-11-11,"針對世芯的10 月營收",neutral,0,input,https://www.cmoney.tw/forum/article/166256592,2420,2435,1.46,-4.93,-6.78,-4.93,9.86,10.06,-14.99
2024-11-08,2024-11-08,"世芯的主力 今天辛苦了",bullish,1,input,https://www.cmoney.tw/forum/article/166242353,2410,2420,-1.22,0.62,-4.75,-2.69,5.79,9.5,-14.46
2024-11-06,2024-11-06,"今天 心情較輕鬆 再來講個笑話",neutral,0,input,https://www.cmoney.tw/forum/article/166159269,2195,2410,8.56,0,-4.98,-3.32,-2.7,3.32,-14.11
2024-11-06,2024-11-06,"流淚播種者 必歡呼而收割",bullish,1,input,https://www.cmoney.tw/forum/article/166156245,2195,2410,8.56,0,-4.98,-3.32,-2.7,3.32,-14.11
2024-11-04,2024-11-04,"我個人 是不太擔心 英特爾",neutral,0,input,https://www.cmoney.tw/forum/article/166100077,2030,2180,1.87,0.69,11.7,4.13,3.9,14.22,-5.05
2024-11-04,2024-11-04,"恭喜 堅持到今天的 世芯 好朋友們",neutral,0,input,https://www.cmoney.tw/forum/article/166099627,2030,2180,1.87,0.69,11.7,4.13,3.9,14.22,-5.05
2024-11-02,2024-11-04,"今晚 21:00 左右 世芯 跟聯發科 各自發重訊；聯發科透過子公司 參與世芯私",bearish,-1,input,https://www.cmoney.tw/forum/article/166058018,2030,2180,1.87,0.69,11.7,4.13,3.9,14.22,-5.05
2024-11-01,2024-11-01,"世芯的法說會 是全英文",neutral,0,input,https://www.cmoney.tw/forum/article/166048455,2040,2030,0.5,7.39,19.21,13.55,9.11,22.66,1.97
2024-10-31,2024-11-01,"對於 大摩 （急沖沖 ）在法說會的（前夕 ）突然來個360 度大翻轉 寫了篇（太",neutral,0,input,https://www.cmoney.tw/forum/article/166008217,2040,2030,0.5,7.39,19.21,13.55,9.11,22.66,1.97
2024-10-30,2024-10-30,"剛剛 15:23 左右 世芯 已透過 股市公開觀測站 發重訊：如我之前說的 Q3",neutral,0,input,https://www.cmoney.tw/forum/article/165999527,1900,2040,5.7,-0.49,18.14,12.99,4.9,22.06,-3.68
2024-10-30,2024-10-30,"妖股 🈶個特性",neutral,0,input,https://www.cmoney.tw/forum/article/165994767,1900,2040,5.7,-0.49,18.14,12.99,4.9,22.06,-3.68
2024-10-29,2024-10-29,"持有世芯的朋友們 大家辛苦了",bearish,-1,input,https://www.cmoney.tw/forum/article/165966271,1895,1900,0,7.37,26.84,20.53,13.68,31.05,1.32
2024-10-29,2024-10-29,"1.世芯的法說會 通常會跟公布每一季的季報 同時間 而且 每季的時間非常（固定）",neutral,0,input,https://www.cmoney.tw/forum/article/165949625,1895,1900,0,7.37,26.84,20.53,13.68,31.05,1.32
2024-10-28,2024-10-28,"漲時重勢 跌時重質",bearish,-1,input,https://www.cmoney.tw/forum/article/165936612,1880,1895,0,0.26,15.83,22.16,18.73,31.4,-1.85
2024-10-27,2024-10-28,"外資 我們小散戶 沒辦法管",neutral,0,input,https://www.cmoney.tw/forum/article/165920903,1880,1895,0,0.26,15.83,22.16,18.73,31.4,-1.85
2024-10-27,2024-10-28,"來簡單 介紹一下 流片（tape out) 的意義跟重要性",neutral,0,input,https://www.cmoney.tw/forum/article/165917482,1880,1895,0,0.26,15.83,22.16,18.73,31.4,-1.85
2024-10-26,2024-10-28,"對於 現在 還對世芯 不離不棄 選擇相信的 長期投資者 也包含我自己 真的要說一",neutral,0,input,https://www.cmoney.tw/forum/article/165900478,1880,1895,0,0.26,15.83,22.16,18.73,31.4,-1.85
2024-10-25,2024-10-25,"財報未公布前 所有的猜測 也只是（猜測）而已",neutral,0,input,https://www.cmoney.tw/forum/article/165890548,1980,1880,-4.33,0.8,15.96,29.52,23.14,32.45,-1.06
2024-10-24,2024-10-24,"今天盤勢極差 主力想拉 很困難",bullish,1,input,https://www.cmoney.tw/forum/article/165859763,2020,1980,-1.98,-5.05,2.53,22.22,18.94,25.76,-6.06
2024-10-23,2024-10-23,"今天量不夠 明顯是防守盤 無法攻擊",bearish,-1,input,https://www.cmoney.tw/forum/article/165831817,2045,2020,-0.74,-1.98,0.99,19.31,13.86,23.27,-7.92
2024-10-21,2024-10-21,"其實 持有世芯的投資者 不用太拘泥於 是不是 都是（散戶）在買世芯",bullish,1,input,https://www.cmoney.tw/forum/article/165784511,1880,1980,4.21,3.28,-4.29,10.86,18.94,25.76,-6.06
2024-10-21,2024-10-21,"股市 其實就是個殘忍的 （零合遊戲）",neutral,0,input,https://www.cmoney.tw/forum/article/165782018,1880,1980,4.21,3.28,-4.29,10.86,18.94,25.76,-6.06
2024-10-21,2024-10-21,"行情總在絕望時誕生",neutral,0,input,https://www.cmoney.tw/forum/article/165776283,1880,1980,4.21,3.28,-4.29,10.86,18.94,25.76,-6.06
2024-10-19,2024-10-21,"AI初期 模型的建構 必需大量用 （訓練）的晶片",neutral,0,input,https://www.cmoney.tw/forum/article/165748287,1880,1980,4.21,3.28,-4.29,10.86,18.94,25.76,-6.06
2024-10-19,2024-10-21,"英特爾 就是個 翻來覆去 今天說這樣 明天改那樣 的公司 沒個準的",neutral,0,input,https://www.cmoney.tw/forum/article/165747070,1880,1980,4.21,3.28,-4.29,10.86,18.94,25.76,-6.06
2024-10-18,2024-10-18,"最近 世芯 （借券空）的張數 倒是減了不少",neutral,0,input,https://www.cmoney.tw/forum/article/165712671,1910,1880,-2.59,5.32,0,15.96,20.74,32.45,-1.06
2024-10-17,2024-10-17,"他人笑我隧他笑 我笑他人太癡呆",bullish,1,input,https://www.cmoney.tw/forum/article/165704707,1955,1910,-2.55,-1.57,3.66,6.28,20.68,30.37,-2.62
2024-10-17,2024-10-17,"現在台股 不需研究基本面 要（敢賭）（愛賭） 才會贏",neutral,0,input,https://www.cmoney.tw/forum/article/165702127,1955,1910,-2.55,-1.57,3.66,6.28,20.68,30.37,-2.62
2024-10-16,2024-10-16,"昨天有提到 世芯的（妖股股性）就是（逆勢）",neutral,0,input,https://www.cmoney.tw/forum/article/165663581,1940,1955,2.36,-2.3,3.32,4.35,17.9,27.37,-4.86
2024-10-16,2024-10-16,"（盛極而衰）（否極泰來）（禍福相倚）（物極必反）（樂極生悲）",neutral,0,input,https://www.cmoney.tw/forum/article/165659355,1940,1955,2.36,-2.3,3.32,4.35,17.9,27.37,-4.86
2024-10-14,2024-10-14,"春江水暖鴨先知",bullish,1,input,https://www.cmoney.tw/forum/article/165614103,1915,1920,-0.78,1.04,3.13,-1.3,20.57,29.69,-3.13
2024-10-14,2024-10-14,"道家思想之大智慧 用在台股 亦放之四海皆準",neutral,0,input,https://www.cmoney.tw/forum/article/165604668,1915,1920,-0.78,1.04,3.13,-1.3,20.57,29.69,-3.13
2024-10-13,2024-10-14,"明天太陽還是會升起",bullish,1,input,https://www.cmoney.tw/forum/article/165601888,1915,1920,-0.78,1.04,3.13,-1.3,20.57,29.69,-3.13
2024-10-11,2024-10-11,"洗得越久 越狠 簡直搞到做多投資人精神崩潰洗到這個版面 全是空方得意洋洋",bearish,-1,input,https://www.cmoney.tw/forum/article/165565818,1855,1915,2.68,0.26,-1.83,-1.83,27.15,30.03,-2.87
2024-10-09,2024-10-09,"當消息多空紛雜 真假穿插難辨時 要如何 （不被）詐騙集團 有心人士及無良媒體 聯",neutral,0,input,https://www.cmoney.tw/forum/article/165512271,1855,1855,-4.13,3.23,2.96,6.74,30.46,34.23,-1.89
